,charge,label
10200,2.1223958,Standard
10201,1.3811849,Standard
10202,0.7664388,Standard
10203,1.8518066,Standard
10204,2.037923,Standard
10205,1.495497,Standard
10206,1.0431044,Standard
10207,1.0350206,Standard
10208,2.4248047,Standard
10209,1.8894857,Standard
10210,1.5019531,Standard
10211,2.3141005,Standard
10212,11.492649,Standard
10213,1.2622613,Standard
10214,10.828776,Standard
10215,0.86317277,Standard
10216,5.952555,Standard
10217,1.7562662,Standard
10218,2.2427843,Standard
10219,1.1438802,Standard
10220,1.608941,Standard
10221,1.8939887,Standard
10222,0.84749347,Standard
10223,0.8802083,Standard
10224,2.0433486,Standard
10225,7.873508,Standard
10226,1.8505859,Standard
10227,3.1539714,Standard
10228,0.7237956,Standard
10229,0.7189128,Standard
10230,1.9104818,Standard
10231,0.76383466,Standard
10232,1.4973687,Standard
10233,0.7142198,Standard
10234,1.7784017,Standard
10235,1.4523654,Standard
10236,1.572564,Standard
10237,1.0885416,Standard
10238,1.8012695,Standard
10239,0.851888,Standard
10240,2.657118,Standard
10241,1.2457411,Standard
10242,1.5048828,Standard
10243,1.3998209,Standard
10244,1.935574,Standard
10245,0.2904731,Standard
10246,5.3483887,Standard
10247,0.73168945,Standard
10248,1.7179091,Standard
10249,1.4944932,Standard
10250,1.2986654,Standard
10251,3.9752605,Standard
10252,0.7293294,Standard
10253,1.7196451,Standard
10254,0.77278644,Standard
10255,0.7721083,Standard
10256,1.8158637,Standard
10257,1.5728081,Standard
10258,2.7371962,Standard
10259,1.1605631,Standard
10260,3.0992024,Standard
10261,1.0541178,Standard
10262,9.44477,Standard
10263,1.7143555,Standard
10264,2.2277832,Standard
10265,1.8181424,Standard
10266,2.4079318,Standard
10267,1.2799479,Standard
10268,1.0471191,Standard
10269,2.8313532,Standard
10270,1.522922,Standard
10271,1.0848525,Standard
10272,1.0268826,Standard
10273,1.4460449,Standard
10274,3.8841417,Standard
10275,0.70250106,Standard
10276,1.7618002,Standard
10277,2.9402668,Standard
10278,2.0101182,Standard
10279,0.6876628,Standard
10280,0.92662215,Standard
10281,1.6584744,Standard
10282,1.093316,Standard
10283,4.301351,Standard
10284,1.5668403,Standard
10285,1.6453451,Standard
10286,2.1230469,Standard
10287,0.56225586,Standard
10288,7.623861,Standard
10289,3.8680012,Standard
10290,1.1033529,Standard
10291,1.7463379,Standard
10292,1.9266493,Standard
10293,2.3297527,Standard
10294,3.2568903,Standard
10295,0.7124566,Standard
10296,2.8005643,Standard
10297,2.0459528,Standard
10298,1.6314019,Standard
10299,1.6348199,Standard
10300,0.87128365,Standard
10301,2.3799913,Standard
10302,23.130941,Standard
10303,4.195801,Standard
10304,1.4077691,Standard
10305,3.763075,Standard
10306,1.5101454,Standard
10307,1.4875216,Standard
10308,1.1067709,Standard
10309,2.1520183,Standard
10310,0.3834364,Standard
10311,0.7835286,Standard
10312,1.6369901,Standard
10313,1.3198785,Standard
10314,1.4848633,Standard
10315,2.559516,Standard
10316,1.6552734,Standard
10317,0.8741862,Standard
10318,1.7381185,Standard
10319,0.3216146,Standard
10320,4.9806585,Standard
10321,0.7202962,Standard
10322,1.2355685,Standard
10323,5.2816567,Standard
10324,1.0142144,Standard
10325,1.5064019,Standard
10326,0.70003253,Standard
10327,1.5092502,Standard
10328,1.8691949,Standard
10329,3.8368056,Standard
10330,2.9078777,Standard
10331,1.1480035,Standard
10332,1.7000597,Standard
10333,3.3212078,Standard
10334,1.2476128,Standard
10335,1.7893609,Standard
10336,1.2473416,Standard
10337,1.5991211,Standard
10338,3.9560003,Standard
10339,2.6660156,Standard
10340,2.575141,Standard
10341,1.9191895,Standard
10342,0.654107,Standard
10343,6.6060925,Standard
10344,6.363688,Standard
10345,0.77164716,Standard
10346,0.8566081,Standard
10347,0.9621311,Standard
10348,3.7836914,Standard
10349,1.9623752,Standard
10350,3.2471247,Standard
10351,1.3313802,Standard
10352,1.3449707,Standard
10353,1.1591797,Standard
10354,20.011692,Standard
10355,3.061198,Standard
10356,7.752631,Standard
10357,1.0986328,Standard
10358,0.9785156,Standard
10359,1.0467936,Standard
10360,4.62283,Standard
10361,7.0942383,Standard
10362,2.446723,Standard
10363,0.7993164,Standard
10364,4.4459095,Standard
10365,0.23925781,Standard
10366,0.90234375,Standard
10367,1.2988281,Standard
10368,1.6113281,Standard
10369,3.5773926,Standard
10370,2.9975858,Standard
10371,0.36089408,Standard
10372,1.7113986,Standard
10373,2.717665,Standard
10374,2.480496,Standard
10375,1.8876411,Standard
10376,0.96343315,Standard
10377,1.744222,Standard
10378,1.3747559,Standard
10379,1.4724393,Standard
10380,2.0737033,Standard
10381,2.1072862,Standard
10382,0.5996094,Standard
10383,2.1905382,Standard
10384,3.787923,Standard
10385,1.2651639,Standard
10386,1.688151,Standard
10387,2.052653,Standard
10388,1.0677354,Standard
10389,1.2081705,Standard
10390,3.1114638,Standard
10391,1.5234375,Standard
10392,0.6907552,Standard
10393,1.6857638,Standard
10394,0.54022896,Standard
10395,2.7993164,Standard
10396,4.1705728,Standard
10397,1.1411947,Standard
10398,1.0174154,Standard
10399,0.718967,Standard
10400,1.2828233,Standard
10401,0.89404297,Standard
10402,1.9103732,Standard
10403,1.133355,Standard
10404,1.2423232,Standard
10405,3.4566786,Standard
10406,6.852946,Standard
10407,3.0032282,Standard
10408,1.9002007,Standard
10409,3.2137587,Standard
10410,3.3743489,Standard
10411,2.6872015,Standard
10412,1.2941623,Standard
10413,0.5243056,Standard
10414,4.0273166,Standard
10415,0.44455296,Standard
10416,3.401747,Standard
10417,1.792399,Standard
10418,2.313802,Standard
10419,1.5177951,Standard
10420,2.3033311,Standard
10421,4.395996,Standard
10422,1.897271,Standard
10423,4.9187827,Standard
10424,0.6649848,Standard
10425,1.2439779,Standard
10426,0.7890625,Standard
10427,9.979601,Standard
10428,2.450792,Standard
10429,1.6206326,Standard
10430,3.407959,Standard
10431,2.2918565,Standard
10432,1.270128,Standard
10433,1.280816,Standard
10434,1.2573785,Standard
10435,1.5549588,Standard
10436,1.8687338,Standard
10437,1.0461154,Standard
10438,4.903836,Standard
10439,3.1412218,Standard
10440,2.0225694,Standard
10441,1.4287109,Standard
10442,1.8389214,Standard
10443,1.4941406,Standard
10444,1.7377115,Standard
10445,0.9884983,Standard
10446,0.4466146,Standard
10447,2.402398,Standard
10448,3.80995,Standard
10449,0.79766166,Standard
10450,1.8813748,Standard
10451,0.8375108,Standard
10452,0.35731336,Standard
10453,1.4175347,Standard
10454,16.185926,Standard
10455,1.6608887,Standard
10456,9.1021595,Standard
10457,1.6082628,Standard
10458,4.476481,Standard
10459,2.2443035,Standard
10460,3.5725098,Standard
10461,2.8452961,Standard
10462,7.032281,Standard
10463,7.0461426,Standard
10464,1.1137153,Standard
10465,3.2794054,Standard
10466,0.8884006,Standard
10467,16.300375,Standard
10468,8.0459795,Standard
10469,1.6416558,Standard
10470,1.5641276,Standard
10471,2.1248102,Standard
10472,1.9144423,Standard
10473,1.5475802,Standard
10474,1.2971191,Standard
10475,1.5683594,Standard
10476,2.8200684,Standard
10477,2.953559,Standard
10478,1.4846191,Standard
10479,1.5490723,Standard
10480,1.6092123,Standard
10481,0.5784776,Standard
10482,1.5212402,Standard
10483,4.181559,Standard
10484,48.51736,Standard
10485,1.8399252,Standard
10486,2.479465,Standard
10487,1.4455566,Standard
10488,3.894504,Standard
10489,3.2866755,Standard
10490,1.6040039,Standard
10491,0.9298774,Standard
10492,29.524876,Standard
10493,1.1006944,Standard
10494,1.2307943,Standard
10495,3.019667,Standard
10496,4.1897244,Standard
10497,1.6526693,Standard
10498,1.2595487,Standard
10499,1.7088487,Standard
10500,2.2400715,Standard
10501,2.0604656,Standard
10502,0.17437066,Standard
10503,1.8632812,Standard
10504,4.8487954,Standard
10505,1.8237305,Standard
10506,1.0845541,Standard
10507,1.0927734,Standard
10508,2.918457,Standard
10509,5.017985,Standard
10510,5.2224665,Standard
10511,1.1576334,Standard
10512,2.6235352,Standard
10513,1.4425455,Standard
10514,1.4458008,Standard
10515,2.068278,Standard
10516,0.42849392,Standard
10517,3.311632,Standard
10518,4.5328774,Standard
10519,4.0853405,Standard
10520,4.211914,Standard
10521,2.1771917,Standard
10522,1.1672091,Standard
10523,4.138916,Standard
10524,5.534071,Standard
10525,2.524848,Standard
10526,2.1711426,Standard
10527,1.3615723,Standard
10528,4.380615,Standard
10529,2.225803,Standard
10530,1.8113878,Standard
10531,4.1323514,Standard
10532,2.8193088,Standard
10533,1.5760634,Standard
10534,8.25,Standard
10535,1.3301866,Standard
10536,2.628879,Standard
10537,0.31586373,Standard
10538,1.7651367,Standard
10539,1.5409884,Standard
10540,1.0129937,Standard
10541,0.4340278,Standard
10542,3.3200955,Standard
10543,1.3108995,Standard
10544,0.7760959,Standard
10545,0.24650066,Standard
10546,0.93777126,Standard
10547,0.92285156,Standard
10548,7.049506,Standard
10549,1.0244141,Standard
10550,3.4501681,Standard
10551,17.463188,Standard
10552,1.5238173,Standard
10553,3.174045,Standard
10554,2.2050238,Standard
10555,2.445882,Standard
10556,1.2121582,Standard
10557,1.561415,Standard
10558,1.2882216,Standard
10559,2.3106554,Standard
10560,2.0501301,Standard
10561,1.1393771,Standard
10562,3.753011,Standard
10563,1.6235352,Standard
10564,1.4606934,Standard
10565,4.818441,Standard
10566,1.2854818,Standard
10567,3.3672688,Standard
10568,2.6121418,Standard
10569,1.1430122,Standard
10570,1.2740614,Standard
10571,2.1223145,Standard
10572,0.7483724,Standard
10573,1.2988281,Standard
10574,4.9979653,Standard
10575,1.1300998,Standard
10576,1.3532715,Standard
10577,1.2537435,Standard
10578,0.86743164,Standard
10579,0.72542316,Standard
10580,0.64746094,Standard
10581,0.6878255,Standard
10582,1.7049154,Standard
10583,2.1783311,Standard
10584,1.4692655,Standard
10585,1.4177518,Standard
10586,4.338053,Standard
10587,6.758762,Standard
10588,1.5059679,Standard
10589,1.845459,Standard
10590,4.0656195,Standard
10591,1.4038086,Standard
10592,0.7534993,Standard
10593,1.6833496,Standard
10594,1.9733073,Standard
10595,1.2893066,Standard
10596,0.93758136,Standard
10597,2.6464572,Standard
10598,3.8688693,Standard
10599,2.0657551,Standard
10600,17.341064,Standard
10601,1.8001302,Standard
10602,2.130344,Standard
10603,2.1607258,Standard
10604,1.3902994,Standard
10605,2.3699543,Standard
10606,2.0047743,Standard
10607,1.1297201,Standard
10608,0.9341634,Standard
10609,5.4618053,Standard
10610,3.2670355,Standard
10611,2.9377713,Standard
10612,3.3763564,Standard
10613,0.63753253,Standard
10614,3.1469998,Standard
10615,1.9868706,Standard
10616,54.706326,Standard
10617,2.1692438,Standard
10618,1.7913412,Standard
10619,1.3155382,Standard
10620,1.1458334,Standard
10621,1.2603624,Standard
10622,1.0615234,Standard
10623,0.6969401,Standard
10624,5.064779,Standard
10625,1.2127821,Standard
10626,0.7822808,Standard
10627,2.2565105,Standard
10628,4.246799,Standard
10629,1.6446127,Standard
10630,0.91048175,Standard
10631,1.7045898,Standard
10632,1.2658691,Standard
10633,1.4094238,Standard
10634,2.2559137,Standard
10635,0.79996747,Standard
10636,3.0585124,Standard
10637,2.0690646,Standard
10638,2.2239583,Standard
10639,0.23958333,Standard
10640,0.6565755,Standard
10641,2.6974285,Standard
10642,2.0192327,Standard
10643,9.166721,Standard
10644,4.877604,Standard
10645,2.31505,Standard
10646,0.8428819,Standard
10647,1.0920682,Standard
10648,0.7602539,Standard
10649,1.3186849,Standard
10650,1.7199165,Standard
10651,1.4826932,Standard
10652,1.0794271,Standard
10653,1.4202745,Standard
10654,11.840034,Standard
10655,0.5609267,Standard
10656,2.003201,Standard
10657,1.9621854,Standard
10658,2.4536133,Standard
10659,2.0169814,Standard
10660,1.3718262,Standard
10661,1.4658203,Standard
10662,1.16352,Standard
10663,1.4545898,Standard
10664,2.2948947,Standard
10665,1.1443956,Standard
10666,2.407118,Standard
10667,0.8421224,Standard
10668,89.75502,Standard
10669,3.0441082,Standard
10670,0.95787215,Standard
10671,0.3544108,Standard
10672,1.3056641,Standard
10673,2.0172255,Standard
10674,1.3258463,Standard
10675,4.36301,Standard
10676,3.6289062,Standard
10677,0.3685981,Standard
10678,5.0338,Standard
10679,1.6116265,Standard
10680,1.4913194,Standard
10681,2.7571614,Standard
10682,1.7656792,Standard
10683,3.2800565,Standard
10684,1.9474283,Standard
10685,3.9760742,Standard
10686,1.0456543,Standard
10687,1.482666,Standard
10688,3.854655,Standard
10689,1.2262369,Standard
10690,3.0600586,Standard
10691,1.4013672,Standard
10692,2.3860676,Standard
10693,3.742703,Standard
10694,14.178738,Standard
10695,2.0996637,Standard
10696,2.228841,Standard
10697,1.4268663,Standard
10698,3.251085,Standard
10699,4.1972656,Standard
10700,1.0529513,Standard
10701,0.7257487,Standard
10702,1.6782769,Standard
10703,1.9672309,Standard
10704,4.7754993,Standard
10705,1.4089355,Standard
10706,4.8457303,Standard
10707,1.8372396,Standard
10708,1.0492079,Standard
10709,0.63932294,Standard
10710,1.1898872,Standard
10711,2.3164876,Standard
10712,1.501709,Standard
10713,1.4519043,Standard
10714,2.4688857,Standard
10715,2.4098577,Standard
10716,2.188531,Standard
10717,1.8542752,Standard
10718,3.5638292,Standard
10719,1.824707,Standard
10720,0.7778863,Standard
10721,3.1144207,Standard
10722,1.0322266,Standard
10723,0.6503364,Standard
10724,9.224284,Standard
10725,1.2465278,Standard
10726,1.4383681,Standard
10727,1.519911,Standard
10728,3.587131,Standard
10729,68.38449,Standard
10730,3.3280706,Standard
10731,1.2561849,Standard
10732,1.1016167,Standard
10733,2.6255426,Standard
10734,1.6973199,Standard
10735,0.6098633,Standard
10736,2.1405706,Standard
10737,1.4449869,Standard
10738,3.5674913,Standard
10739,1.0436198,Standard
10740,9.178982,Standard
10741,2.942464,Standard
10742,1.9127604,Standard
10743,3.2034504,Standard
10744,2.1388888,Standard
10745,2.7713215,Standard
10746,0.49962023,Standard
10747,5.530382,Standard
10748,1.0587022,Standard
10749,1.0761176,Standard
10750,3.2122939,Standard
10751,0.37879774,Standard
10752,0.68310547,Standard
10753,1.264974,Standard
10754,0.67854816,Standard
10755,3.5691462,Standard
10756,1.7164713,Standard
10757,1.702691,Standard
10758,0.9383952,Standard
10759,0.8765191,Standard
10760,1.3779297,Standard
10761,6.0490723,Standard
10762,0.67659503,Standard
10763,0.95602757,Standard
10764,1.3228081,Standard
10765,1.7206217,Standard
10766,1.7534994,Standard
10767,3.102322,Standard
10768,7.7100153,Standard
10769,2.4281414,Standard
10770,0.80688477,Standard
10771,1.6437988,Standard
10772,3.964708,Standard
10773,4.1840277,Standard
10774,1.9010688,Standard
10775,0.87687176,Standard
10776,1.4211698,Standard
10777,1.5419922,Standard
10778,1.9796549,Standard
10779,0.72184247,Standard
10780,1.5881076,Standard
10781,1.7397461,Standard
10782,1.0686849,Standard
10783,11.500787,Standard
10784,2.4350314,Standard
10785,1.551378,Standard
10786,1.9002821,Standard
10787,0.6979167,Standard
10788,5.9127603,Standard
10789,3.4243708,Standard
10790,2.1184082,Standard
10791,1.7313368,Standard
10792,1.0083822,Standard
10793,2.284261,Standard
10794,2.3339572,Standard
10795,1.0958116,Standard
10796,1.3640137,Standard
10797,1.3830566,Standard
10798,1.3284776,Standard
10799,58.473198,Standard
10800,1.2597114,Standard
10801,2.3520236,Standard
10802,0.9350586,Standard
10803,1.8397081,Standard
10804,1.0214572,Standard
10805,1.5410156,Standard
10806,0.94121635,Standard
10807,4.1578774,Standard
10808,1.1606717,Standard
10809,1.8817545,Standard
10810,1.7838541,Standard
10811,1.093967,Standard
10812,2.9302843,Standard
10813,4.5794544,Standard
10814,1.5958658,Standard
10815,2.0874567,Standard
10816,1.2240669,Standard
10817,5.1354437,Standard
10818,2.0512424,Standard
10819,3.3286676,Standard
10820,2.4548612,Standard
10821,0.41959634,Standard
10822,0.7971734,Standard
10823,1.5180936,Standard
10824,52.2583,Standard
10825,3.5495605,Standard
10826,0.89211696,Standard
10827,2.985623,Standard
10828,1.6017252,Standard
10829,0.8890788,Standard
10830,2.3220215,Standard
10831,15.323812,Standard
10832,3.3723688,Standard
10833,8.278809,Standard
10834,1.953559,Standard
10835,1.9759657,Standard
10836,1.6531034,Standard
10837,2.219781,Standard
10838,1.5846354,Standard
10839,1.4702963,Standard
10840,0.6150716,Standard
10841,0.5299208,Standard
10842,1.5212402,Standard
10843,0.5994466,Standard
10844,1.937717,Standard
10845,0.79866534,Standard
10846,3.642985,Standard
10847,1.6799045,Standard
10848,1.0490723,Standard
10849,1.8142362,Standard
10850,7.886637,Standard
10851,2.5909288,Standard
10852,7.1022134,Standard
10853,1.7100694,Standard
10854,1.7380371,Standard
10855,3.23801,Standard
10856,12.925618,Standard
10857,2.0418024,Standard
10858,2.8018122,Standard
10859,3.044135,Standard
10860,2.8910048,Standard
10861,3.5408258,Standard
10862,0.63916016,Standard
10863,0.63883466,Standard
10864,1.6222602,Standard
10865,3.5655925,Standard
10866,1.5793185,Standard
10867,1.4968534,Standard
10868,1.0031738,Standard
10869,2.0872667,Standard
10870,1.7643771,Standard
10871,1.5041504,Standard
10872,1.1383463,Standard
10873,2.1310763,Standard
10874,2.5224066,Standard
10875,1.9945747,Standard
10876,3.966824,Standard
10877,1.9546441,Standard
10878,2.2718098,Standard
10879,1.4550781,Standard
10880,15.1611595,Standard
10881,1.4939237,Standard
10882,4.4587946,Standard
10883,2.0683322,Standard
10884,1.7974447,Standard
10885,1.8560385,Standard
10886,2.1591797,Standard
10887,0.80514866,Standard
10888,1.673584,Standard
10889,1.9412435,Standard
10890,0.25214303,Standard
10891,19.937174,Standard
10892,1.2403429,Standard
10893,1.5553385,Standard
10894,5.649604,Standard
10895,2.3277452,Standard
10896,1.9934354,Standard
10897,13.703152,Standard
10898,3.6957736,Standard
10899,2.7854548,Standard
10900,3.100152,Standard
10901,3.2747667,Standard
10902,1.2746854,Standard
10903,1.9265951,Standard
10904,2.9928386,Standard
10905,1.2792969,Standard
10906,3.7450087,Standard
10907,17.669922,Standard
10908,1.4100478,Standard
10909,3.6273057,Standard
10910,0.9395888,Standard
10911,1.5713433,Standard
10912,1.918674,Standard
10913,2.055203,Standard
10914,4.227539,Standard
10915,3.0392795,Standard
10916,2.0369465,Standard
10917,3.4681532,Standard
10918,1.432563,Standard
10919,3.4816895,Standard
10920,1.631646,Standard
10921,1.5562066,Standard
10922,1.5070801,Standard
10923,4.2892523,Standard
10924,1.6183268,Standard
10925,0.9446072,Standard
10926,2.2943792,Standard
10927,0.98483616,Standard
10928,1.1345487,Standard
10929,5.132324,Standard
10930,0.9144151,Standard
10931,4.898356,Standard
10932,1.8723145,Standard
10933,1.5803223,Standard
10934,2.821072,Standard
10935,1.9331326,Standard
10936,14.41626,Standard
10937,1.2435981,Standard
10938,0.8523763,Standard
10939,2.8185222,Standard
10940,1.4286838,Standard
10941,1.3792318,Standard
10942,1.8065592,Standard
10943,2.924425,Standard
10944,1.7449002,Standard
10945,1.7632378,Standard
10946,1.2668185,Standard
10947,2.4971247,Standard
10948,1.0390625,Standard
10949,1.5817871,Standard
10950,1.8011339,Standard
10951,3.7920465,Standard
10952,1.3694662,Standard
10953,0.51133895,Standard
10954,2.5058322,Standard
10955,1.7477756,Standard
10956,3.0904405,Standard
10957,2.1672907,Standard
10958,1.6018338,Standard
10959,1.6034614,Standard
10960,1.517334,Standard
10961,2.211697,Standard
10962,1.5447592,Standard
10963,0.8224284,Standard
10964,7.083062,Standard
10965,1.9848633,Standard
10966,2.2884657,Standard
10967,0.46942818,Standard
10968,1.385715,Standard
10969,5.9230685,Standard
10970,0.9847819,Standard
10971,3.769721,Standard
10972,0.95670575,Standard
10973,1.1751031,Standard
10974,1.9712999,Standard
10975,1.8977865,Standard
10976,1.1850858,Standard
10977,0.9105903,Standard
10978,0.85253906,Standard
10979,2.1435547,Standard
10980,1.602105,Standard
10981,1.1365831,Standard
10982,1.7065972,Standard
10983,1.3676215,Standard
10984,2.155572,Standard
10985,1.9337294,Standard
10986,1.5498047,Standard
10987,2.454617,Standard
10988,4.063531,Standard
10989,3.3419867,Standard
10990,1.169732,Standard
10991,1.2646484,Standard
10992,1.0359429,Standard
10993,1.8564453,Standard
10994,0.54557294,Standard
10995,2.1523438,Standard
10996,1.3243272,Standard
10997,2.0786405,Standard
10998,3.3622775,Standard
10999,6.340305,Standard
11000,1.6491157,Standard
11001,1.4936252,Standard
11002,1.3579916,Standard
11003,1.0400119,Standard
11004,2.832167,Standard
11005,4.1478677,Standard
11006,1.8625216,Standard
11007,5.995904,Standard
11008,2.6578777,Standard
11009,2.498915,Standard
11010,0.8574219,Standard
11011,3.8346896,Standard
11012,1.3009982,Standard
11013,2.605089,Standard
11014,3.6266818,Standard
11015,1.9217936,Standard
11016,1.936849,Standard
11017,2.384223,Standard
11018,1.4613715,Standard
11019,1.498074,Standard
11020,0.8466797,Standard
11021,4.1930065,Standard
11022,2.1899686,Standard
11023,1.4327528,Standard
11024,2.3265517,Standard
11025,1.5457085,Standard
11026,2.7138944,Standard
11027,5.123752,Standard
11028,0.84380424,Standard
11029,0.27172852,Standard
11030,1.7077909,Standard
11031,2.3316514,Standard
11032,1.1497396,Standard
11033,1.2072754,Standard
11034,5.4786243,Standard
11035,1.1629232,Standard
11036,3.9360352,Standard
11037,2.3439128,Standard
11038,2.3926325,Standard
11039,2.3782282,Standard
11040,1.5300293,Standard
11041,2.6214192,Standard
11042,2.6759982,Standard
11043,5.4729548,Standard
11044,1.8758951,Standard
11045,0.42393664,Standard
11046,1.9275717,Standard
11047,1.6402452,Standard
11048,1.990153,Standard
11049,1.3957791,Standard
11050,0.50737846,Standard
11051,2.178087,Standard
11052,1.6951498,Standard
11053,1.4724121,Standard
11054,1.4245334,Standard
11055,1.5499674,Standard
11056,1.2275391,Standard
11057,1.3876953,Standard
11058,2.685791,Standard
11059,1.2269151,Standard
11060,1.0942925,Standard
11061,2.727539,Standard
11062,1.8062338,Standard
11063,1.5768771,Standard
11064,0.35847983,Standard
11065,1.1394043,Standard
11066,2.662652,Standard
11067,3.8797743,Standard
11068,2.0617676,Standard
11069,1.6945801,Standard
11070,0.6373698,Standard
11071,2.5806208,Standard
11072,2.2436795,Standard
11073,2.0152724,Standard
11074,0.9451226,Standard
11075,1.057997,Standard
11076,1.8582085,Standard
11077,1.2944336,Standard
11078,10.330105,Standard
11079,0.425944,Standard
11080,2.5532227,Standard
11081,0.8921983,Standard
11082,1.5141602,Standard
11083,2.6433918,Standard
11084,3.02889,Standard
11085,1.1470269,Standard
11086,1.5169271,Standard
11087,3.3695204,Standard
11088,1.5306803,Standard
11089,0.9038086,Standard
11090,1.0859917,Standard
11091,1.7432183,Standard
11092,1.6237793,Standard
11093,2.043457,Standard
11094,0.29630533,Standard
11095,0.4309082,Standard
11096,1.3376737,Standard
11097,2.0155706,Standard
11098,3.876248,Standard
11099,1.1870117,Standard
11100,1.2586806,Standard
11101,5.237142,Standard
11102,1.9097222,Standard
11103,0.7648112,Standard
11104,1.9528537,Standard
11105,1.6438802,Standard
11106,4.361437,Standard
11107,3.1604276,Standard
11108,6.0886774,Standard
11109,1.3042535,Standard
11110,3.7823079,Standard
11111,1.4410264,Standard
11112,1.8541124,Standard
11113,0.5668132,Standard
11114,4.2432995,Standard
11115,0.79622394,Standard
11116,2.0330946,Standard
11117,7.3969727,Standard
11118,1.3932291,Standard
11119,0.9206814,Standard
11120,1.2718642,Standard
11121,2.0335016,Standard
11122,2.558431,Standard
11123,0.69208443,Standard
11124,0.8174913,Standard
11125,1.1730957,Standard
11126,1.9819878,Standard
11127,2.5466037,Standard
11128,1.2760688,Standard
11129,1.5041504,Standard
11130,1.0734591,Standard
11131,3.1325684,Standard
11132,1.9415962,Standard
11133,1.0011935,Standard
11134,1.92315,Standard
11135,0.6110026,Standard
11136,1.364963,Standard
11137,0.8525662,Standard
11138,1.7584907,Standard
11139,6.822157,Standard
11140,0.6349284,Standard
11141,3.282281,Standard
11142,2.881673,Standard
11143,1.4199761,Standard
11144,4.3502603,Standard
11145,1.8449979,Standard
11146,3.2655978,Standard
11147,4.3917913,Standard
11148,0.42182076,Standard
11149,1.5081923,Standard
11150,6.3770347,Standard
11151,1.1328125,Standard
11152,1.357883,Standard
11153,1.917806,Standard
11154,3.304362,Standard
11155,2.2131891,Standard
11156,4.3183594,Standard
11157,2.0836046,Standard
11158,0.8024089,Standard
11159,2.451009,Standard
11160,57.6521,Standard
11161,3.1981337,Standard
11162,0.7413737,Standard
11163,1.9298232,Standard
11164,2.0307617,Standard
11165,1.5053439,Standard
11166,1.1157227,Standard
11167,3.1715224,Standard
11168,1.6283908,Standard
11169,2.986708,Standard
11170,0.7513292,Standard
11171,2.2564561,Standard
11172,1.8033583,Standard
11173,3.5357802,Standard
11174,4.2736,Standard
11175,1.2123752,Standard
11176,1.1248915,Standard
11177,12.2357855,Standard
11178,1.4597168,Standard
11179,5.64624,Standard
11180,1.6212022,Standard
11181,2.7290583,Standard
11182,3.220242,Standard
11183,0.6931966,Standard
11184,1.6120605,Standard
11185,2.1665583,Standard
11186,5.3582897,Standard
11187,4.3813205,Standard
11188,1.8255209,Standard
11189,2.6589355,Standard
11190,1.4665527,Standard
11191,0.64138454,Standard
11192,1.7310655,Standard
11193,2.4957952,Standard
11194,0.7918294,Standard
11195,1.665229,Standard
11196,3.2202692,Standard
11197,0.64898,Standard
11198,51.040092,Standard
11199,5.09139,Standard
11200,3.2787273,Standard
11201,1.2960069,Standard
11202,2.8048503,Standard
11203,1.704183,Standard
11204,1.344835,Standard
11205,1.8844401,Standard
11206,1.1644965,Standard
11207,29.170708,Standard
11208,1.754503,Standard
11209,0.2811686,Standard
11210,1.2363281,Standard
11211,1.9171007,Standard
11212,6.778971,Standard
11213,1.6575521,Standard
11214,3.3959417,Standard
11215,2.1213107,Standard
11216,1.5500488,Standard
11217,3.0220811,Standard
11218,2.1130915,Standard
11219,1.8573676,Standard
11220,1.0074599,Standard
11221,1.1653374,Standard
11222,2.027181,Standard
11223,2.04579,Standard
11224,2.1622722,Standard
11225,1.1882324,Standard
11226,1.6379395,Standard
11227,1.6515841,Standard
11228,11.469374,Standard
11229,1.3740506,Standard
11230,6.6664224,Standard
11231,1.6411133,Standard
11232,2.5101726,Standard
11233,1.2498915,Standard
11234,1.1876085,Standard
11235,1.730089,Standard
11236,59.599716,Standard
11237,2.3117948,Standard
11238,2.5929904,Standard
11239,1.6608887,Standard
11240,2.21403,Standard
11241,6.3663464,Standard
11242,1.7032607,Standard
11243,1.4536675,Standard
11244,0.788737,Standard
11245,3.6192763,Standard
11246,2.3224554,Standard
11247,2.4202745,Standard
11248,1.5905762,Standard
11249,1.9726562,Standard
11250,2.3607855,Standard
11251,1.5297309,Standard
11252,1.3413086,Standard
11253,2.4374456,Standard
11254,1.8161621,Standard
11255,1.6098633,Standard
11256,1.5984429,Standard
11257,2.7008193,Standard
11258,0.70442706,Standard
11259,1.9168837,Standard
11260,2.7835557,Standard
11261,1.4399414,Standard
11262,2.033583,Standard
11263,1.4270834,Standard
11264,0.66414386,Standard
11265,7.184299,Standard
11266,2.5542264,Standard
11267,1.7827963,Standard
11268,3.3837347,Standard
11269,5.2360024,Standard
11270,2.7613661,Standard
11271,0.6956923,Standard
11272,1.9640299,Standard
11273,1.4919705,Standard
11274,1.4422201,Standard
11275,0.5364312,Standard
11276,26.097982,Standard
11277,2.3878038,Standard
11278,2.0511339,Standard
11279,3.0666776,Standard
11280,1.3364258,Standard
11281,1.0524088,Standard
11282,1.7097982,Standard
11283,0.9721137,Standard
11284,0.7240126,Standard
11285,2.1045194,Standard
11286,2.2936199,Standard
11287,3.7199435,Standard
11288,1.6655816,Standard
11289,0.3785536,Standard
11290,3.1191406,Standard
11291,0.8013238,Standard
11292,1.4581163,Standard
